date,model_daily_return,spy_daily_return,model_nav,spy_nav
2024-01-02,0.0051000901078743985,0.001037763111179757,1.0051000901078744,1.0010377631111798
2024-01-03,-0.017329133187136535,-0.008166688673242328,0.987682576779992,0.9928625993496919
2024-01-04,0.004052798917526046,-0.0032210792425203527,0.9916854556580253,0.9896645102402518
2024-01-05,0.004483261031415769,0.00136965984015891,0.9961314404167988,0.9910200139751584
2024-01-08,0.0032904751739896505,0.013171687390232556,0.9994091861915209,1.0040734197967032
2024-01-09,-0.007153110186680736,-0.0015170695563498926,0.9922603021611119,1.0025501705791895
2024-01-10,-0.000830701766774491,0.0056554246817059894,0.9914360297750066,1.0082200175585316
2024-01-11,-0.006330037261950655,-0.00044064012118916196,0.9851602027636903,1.0077757553678093
2024-01-12,-0.0005295507049399904,0.00069273972507089,0.984638510483838,1.0084738816675158
2024-01-16,-0.00023537055840917246,-0.0006943927178019171,0.9844067555677942,1.0077736047479924
2024-01-17,-0.005118495545567106,-0.0055586805878180545,0.9793680739743943,1.0021717131743644
2024-01-18,0.011495843319071643,0.00889280233217904,0.990626735904505,1.0110838281225252
2024-01-19,0.008890957289325499,0.01246616416534696,0.9994343559030958,1.023688165108828
2024-01-22,-0.005741923013576485,-0.0011569958209436404,0.9936956807743769,1.0225037621798476
2024-01-23,-0.0009665145230559572,0.0029164817642561847,0.9927352594674105,1.0254858757561285
2024-01-24,0.009996012718333499,0.0010931594952936496,1.0026586537469848,1.0266068953785008
2024-01-25,-2.8316418417341646e-05,0.0054388925424671,1.0026302620450156,1.0321904999658202
2024-01-26,-0.01691958007090898,-0.0012704037021049608,0.9856661790448284,1.030879201333386
2024-01-29,0.0025188316900023543,0.007258068906165649,0.9881489062523702,1.0383613936105969
2024-01-30,-0.003575391259999927,-0.0007734532410523798,0.984615887289377,1.0375582696253252
2024-01-31,-0.023404185538187374,-0.016317320635176435,0.9615717543794094,1.0206280986621699
2024-02-01,0.010372584602455326,0.013088152875065928,0.9715457387530413,1.0339862352460483
2024-02-02,0.0034968637129691783,0.010527378920638375,0.9749431017923765,1.0448714001432078
2024-02-05,-0.007479476389340045,-0.002329399201189908,0.9676510378815706,1.042437477538368
2024-02-06,0.0029996987997015345,0.0029033057127196837,0.970553699538434,1.0454639922220583
2024-02-07,0.0122875804738721,0.008340408570300495,0.9824794562257266,1.0541835890627278
2024-02-08,-0.004419820289576877,0.000441680823142665,0.9781370735910077,1.0546492017380884
2024-02-09,0.01685774224243944,0.0057794285609300555,0.9946262562553788,1.0607444714563756
2024-02-12,0.004241653084409188,-0.0003791177371262888,0.9988451157830588,1.060342324412688
2024-02-13,-0.01894762382701219,-0.01377305334094614,0.9799193742677529,1.0457381730188893
2024-02-14,0.030062985355212693,0.009087639398436709,1.0093786760656536,1.0552414644404648
2024-02-15,0.004429664272476925,0.00689973803251509,1.0138498847244215,1.0625223541061517
2024-02-16,0.0001679762106741717,-0.004979980381600746,1.01402018738625,1.0572310136276908
2024-02-20,-0.0071792011312134954,-0.0019287781337371523,1.0067403325098934,1.0551918495662969
2024-02-21,0.003479724796564076,0.0009058331600915182,1.0102435118086293,1.0561476773338923
2024-02-22,0.01565348458724803,0.020695498324175388,1.026057343050093,1.0780051798202375
2024-02-23,-0.003348877714248165,0.0006896671990455072,1.0226212024804118,1.0787486446331607
2024-02-26,-0.00047661425526835267,-0.004544555605094147,1.02213380663757,1.0738462114337053
2024-02-27,0.00026521267445014604,0.0018577490850577583,1.0224048894780744,1.075841148250489
2024-02-28,-0.0008699251739967452,-0.0013216478011487398,1.0215154737267,1.0744192651625184
2024-02-29,0.0009559887278365239,0.003594944833748892,1.0224920310048933,1.0782817431490948
2024-03-01,0.003004625722668235,0.00938826393429193,1.0255642368624738,1.088404936749307
2024-03-04,0.0005747369035956666,0.0005272317650284464,1.0261536664764066,1.088978778405175
2024-03-05,-0.01785961932428235,-0.00999413476319766,1.0078269526249213,1.0780953777395312
2024-03-06,0.012806137593623812,0.005067249026642129,1.0207333232507987,1.0835583554930093
2024-03-07,0.00925694211860433,0.00992642973731006,1.030182192542662,1.0943142213750858
2024-03-08,-0.018612924346978837,-0.00600220732414769,1.0110074893292607,1.0877459205406292
2024-03-11,0.00479884082344369,0.0015671285373604071,1.015859153341861,1.0894505582141059
2024-03-12,-0.0001898318457274385,0.010757374688447952,1.0156663109237831,1.1011701860733538
2024-03-13,-0.0023065807547881494,-0.0015675114126452172,1.0133235945577197,1.0994440892394193
