date,run_timestamp,ticker,weight,side,model_name
2026-03-25,2026-03-26T01:22:52.291422,APA,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,APO,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,BKR,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,CIEN,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,COP,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,CTRA,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,DELL,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,DVN,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,FANG,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,LYB,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,OKE,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,OXY,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,SNDK,0.06610774096512,long,baseline
2026-03-25,2026-03-26T01:22:52.291422,VLO,0.06610774096512,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,AKAM,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,APA,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,APO,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,BKR,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,CIEN,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,COP,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,CTRA,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,DELL,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,DVN,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,FANG,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,LYB,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,OKE,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,OXY,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,SNDK,0.0661077456956349,long,baseline
2026-03-26,2026-03-27T01:59:10.890825,VLO,0.0661077456956349,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,AKAM,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,APA,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,APO,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,BKR,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,CIEN,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,COP,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,CTRA,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,DELL,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,DVN,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,FANG,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,LYB,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,OKE,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,OXY,0.0661077488753107,long,baseline
2026-03-27,2026-03-27T23:40:03.673469,SNDK,0.0661077488753107,long,baseline
2026-03-27,2026-03-28T23:08:59.460164,VLO,0.0661077488753107,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,APA,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,BF-B,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,CF,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,CTRA,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,DOW,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,EOG,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,ETR,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,HAL,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,LYB,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,MPC,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,OXY,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,SATS,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,SLB,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,VLO,0.0577429043362704,long,baseline
2026-03-30,2026-03-30T17:30:17.608831,XOM,0.0577429043362704,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,APA,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,BF-B,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,CF,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,CTRA,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,DOW,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,EOG,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,ETR,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,HAL,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,LYB,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,MPC,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,OXY,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,SATS,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,SLB,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,VLO,0.0577428989147398,long,baseline
2026-03-31,2026-04-01T02:21:50.956774,XOM,0.0577428989147398,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,APA,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,BF-B,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,CF,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,CTRA,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,DOW,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,EOG,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,ETR,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,HAL,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,LYB,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,MPC,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,OXY,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,SATS,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,SLB,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,VLO,0.0577429048723488,long,baseline
2026-04-01,2026-04-01T17:30:32.845711,XOM,0.0577429048723488,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,APA,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,BF-B,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,CF,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,CTRA,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,DOW,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,EOG,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,ETR,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,HAL,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,LYB,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,MPC,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,OXY,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,SATS,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,SLB,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,VLO,0.0577429073027716,long,baseline
2026-04-02,2026-04-04T00:20:49.357131,XOM,0.0577429073027716,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,APA,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,BF-B,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,CF,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,CTRA,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,DOW,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,EOG,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,ETR,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,HAL,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,LYB,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,MPC,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,OXY,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,SATS,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,SLB,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,VLO,0.0577429994453318,long,baseline
2026-04-06,2026-04-06T17:30:21.085766,XOM,0.0577429994453318,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,APA,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,BF-B,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,CF,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,CTRA,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,DOW,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,EOG,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,ETR,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,HAL,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,LYB,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,MPC,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,OXY,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,SATS,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,SLB,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,VLO,0.0577429786271285,long,baseline
2026-04-07,2026-04-07T18:09:49.037512,XOM,0.0577429786271285,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,APA,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,BF-B,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,CF,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,CTRA,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,DOW,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,EOG,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,ETR,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,HAL,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,LYB,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,MPC,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,OXY,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,SATS,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,SLB,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,VLO,0.0577429931174922,long,baseline
2026-04-08,2026-04-08T17:30:37.846652,XOM,0.0577429931174922,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,BF-B,0.0577429473033864,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,CTRA,0.0577429473033864,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,DOW,0.0577429473033864,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,EOG,0.0577429473033864,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,ETR,0.0577429473033864,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,HAL,0.0577429473033864,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,MPC,0.0577429473033864,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,SATS,0.0577429473033864,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,SLB,0.0577429473033864,long,baseline
2026-04-09,2026-04-09T17:30:38.101462,VLO,0.0577429473033864,long,baseline
2026-04-10,2026-04-11T01:19:50.255545,BF-B,0.0577428527624985,long,baseline
2026-04-10,2026-04-11T01:19:50.255545,CTRA,0.0577428527624985,long,baseline
2026-04-10,2026-04-11T01:19:50.255545,ETR,0.0577428527624985,long,baseline
2026-04-10,2026-04-11T01:19:50.255545,HAL,0.0577428527624985,long,baseline
2026-04-10,2026-04-11T01:19:50.255545,SATS,0.0577428527624985,long,baseline
2026-04-10,2026-04-11T01:19:50.255545,SLB,0.0577428527624985,long,baseline
2026-04-10,2026-04-11T01:19:50.255545,VLO,0.0577428527624985,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,AMD,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,AVGO,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,CIEN,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,COHR,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,GLW,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,INTC,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,LITE,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,LRCX,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,MPWR,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,SBAC,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,SNDK,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,STX,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,TER,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,VRT,0.0548669828966837,long,baseline
2026-04-13,2026-04-13T17:30:15.718177,WDC,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,AMD,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,AVGO,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,CIEN,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,COHR,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,GLW,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,INTC,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,LITE,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,LRCX,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,MPWR,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,SBAC,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,SNDK,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,STX,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,TER,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,VRT,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:30:31.349637,WDC,0.0548669828966837,long,baseline
2026-04-14,2026-04-14T17:17:58.833021,AMAT,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,AMD,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,AMZN,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,ANET,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,AVGO,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,BF-B,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,CARR,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,CIEN,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,CMI,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,COHR,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,CRH,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,FCX,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,FIX,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,GEV,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,GLW,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,INTC,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,JBL,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,KLAC,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,LII,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,LITE,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,LRCX,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,MPWR,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,MU,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,SBAC,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,SMCI,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,SNDK,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,STX,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,TER,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,VRT,0.0302807517595374,long,improved_diversified
2026-04-14,2026-04-14T17:17:58.833021,WDC,0.0302807517595374,long,improved_diversified
2026-04-15,2026-04-15T23:07:47.884225,AMD,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,AVGO,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,CIEN,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,COHR,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,GLW,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,INTC,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,LITE,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,LRCX,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,MPWR,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,SBAC,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,SNDK,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,STX,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,TER,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,VRT,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:47.884225,WDC,0.0548669811855072,long,baseline
2026-04-15,2026-04-15T23:07:23.026132,AMAT,0.0302807535213402,long,improved_diversified
2026-04-15,2026-04-15T23:07:23.026132,AMD,0.0302807535213402,long,improved_diversified
2026-04-15,2026-04-15T23:07:23.026132,AMZN,0.0302807535213402,long,improved_diversified
2026-04-15,2026-04-15T23:07:23.026132,ANET,0.0302807535213402,long,improved_diversified
2026-04-15,2026-04-15T23:07:23.026132,AVGO,0.0302807535213402,long,improved_diversified
