ticker,weight,side
AMD,0.054866986941095944,long
AVGO,0.054866986941095944,long
CIEN,0.054866986941095944,long
COHR,0.054866986941095944,long
GLW,0.054866986941095944,long
INTC,0.054866986941095944,long
LITE,0.054866986941095944,long
LRCX,0.054866986941095944,long
MPWR,0.054866986941095944,long
SBAC,0.054866986941095944,long
SNDK,0.054866986941095944,long
STX,0.054866986941095944,long
TER,0.054866986941095944,long
VRT,0.054866986941095944,long
WDC,0.054866986941095944,long
